,score,winLEN,tag,cv,seed,subject
1415,0.95,0.3,wn,5,235.0,shinanlin
1416,0.925,0.3,wn,0,236.0,shinanlin
1417,0.9,0.3,wn,1,236.0,shinanlin
1418,0.975,0.3,wn,2,236.0,shinanlin
1419,0.825,0.3,wn,3,236.0,shinanlin
1420,0.925,0.3,wn,4,236.0,shinanlin
1421,0.85,0.3,wn,5,236.0,shinanlin
1422,0.925,0.3,wn,0,237.0,shinanlin
1423,0.95,0.3,wn,1,237.0,shinanlin
1424,0.875,0.3,wn,2,237.0,shinanlin
1425,0.925,0.3,wn,3,237.0,shinanlin
1426,0.85,0.3,wn,4,237.0,shinanlin
1427,0.95,0.3,wn,5,237.0,shinanlin
1428,0.95,0.3,wn,0,238.0,shinanlin
1429,0.95,0.3,wn,1,238.0,shinanlin
1430,0.9,0.3,wn,2,238.0,shinanlin
1431,0.85,0.3,wn,3,238.0,shinanlin
1432,0.85,0.3,wn,4,238.0,shinanlin
1433,0.925,0.3,wn,5,238.0,shinanlin
1434,0.85,0.3,wn,0,239.0,shinanlin
1435,0.9,0.3,wn,1,239.0,shinanlin
1436,0.875,0.3,wn,2,239.0,shinanlin
1437,0.8,0.3,wn,3,239.0,shinanlin
1438,0.825,0.3,wn,4,239.0,shinanlin
1439,0.95,0.3,wn,5,239.0,shinanlin
1440,0.9,0.3,wn,0,240.0,shinanlin
1441,0.925,0.3,wn,1,240.0,shinanlin
1442,0.95,0.3,wn,2,240.0,shinanlin
1443,0.85,0.3,wn,3,240.0,shinanlin
1444,0.9,0.3,wn,4,240.0,shinanlin
1445,0.975,0.3,wn,5,240.0,shinanlin
1446,0.875,0.3,wn,0,241.0,shinanlin
1447,0.925,0.3,wn,1,241.0,shinanlin
1448,0.8,0.3,wn,2,241.0,shinanlin
1449,0.95,0.3,wn,3,241.0,shinanlin
1450,0.8,0.3,wn,4,241.0,shinanlin
1451,0.95,0.3,wn,5,241.0,shinanlin
1452,0.825,0.3,wn,0,242.0,shinanlin
1453,0.975,0.3,wn,1,242.0,shinanlin
1454,0.9,0.3,wn,2,242.0,shinanlin
1455,0.85,0.3,wn,3,242.0,shinanlin
1456,0.875,0.3,wn,4,242.0,shinanlin
1457,0.95,0.3,wn,5,242.0,shinanlin
1458,0.875,0.3,wn,0,243.0,shinanlin
1459,0.875,0.3,wn,1,243.0,shinanlin
1460,0.825,0.3,wn,2,243.0,shinanlin
1461,0.8,0.3,wn,3,243.0,shinanlin
1462,0.875,0.3,wn,4,243.0,shinanlin
1463,0.875,0.3,wn,5,243.0,shinanlin
1464,0.9,0.3,wn,0,244.0,shinanlin
1465,0.925,0.3,wn,1,244.0,shinanlin
1466,0.925,0.3,wn,2,244.0,shinanlin
1467,0.95,0.3,wn,3,244.0,shinanlin
1468,0.875,0.3,wn,4,244.0,shinanlin
1469,0.95,0.3,wn,5,244.0,shinanlin
1470,0.85,0.3,wn,0,245.0,shinanlin
1471,0.95,0.3,wn,1,245.0,shinanlin
1472,0.775,0.3,wn,2,245.0,shinanlin
1473,0.85,0.3,wn,3,245.0,shinanlin
1474,0.85,0.3,wn,4,245.0,shinanlin
1475,0.975,0.3,wn,5,245.0,shinanlin
1476,0.925,0.3,wn,0,246.0,shinanlin
1477,0.875,0.3,wn,1,246.0,shinanlin
1478,0.875,0.3,wn,2,246.0,shinanlin
1479,0.875,0.3,wn,3,246.0,shinanlin
1480,0.875,0.3,wn,4,246.0,shinanlin
1481,0.85,0.3,wn,5,246.0,shinanlin
1482,0.8,0.3,wn,0,247.0,shinanlin
1483,0.925,0.3,wn,1,247.0,shinanlin
1484,0.975,0.3,wn,2,247.0,shinanlin
1485,0.95,0.3,wn,3,247.0,shinanlin
1486,0.9,0.3,wn,4,247.0,shinanlin
1487,0.9,0.3,wn,5,247.0,shinanlin
1488,0.9,0.3,wn,0,248.0,shinanlin
1489,0.8,0.3,wn,1,248.0,shinanlin
1490,0.85,0.3,wn,2,248.0,shinanlin
1491,0.75,0.3,wn,3,248.0,shinanlin
1492,0.85,0.3,wn,4,248.0,shinanlin
1493,0.925,0.3,wn,5,248.0,shinanlin
1494,0.875,0.3,wn,0,249.0,shinanlin
1495,0.9,0.3,wn,1,249.0,shinanlin
1496,0.9,0.3,wn,2,249.0,shinanlin
1497,0.95,0.3,wn,3,249.0,shinanlin
1498,0.875,0.3,wn,4,249.0,shinanlin
1499,0.925,0.3,wn,5,249.0,shinanlin
1500,0.875,0.3,wn,0,250.0,shinanlin
1501,0.9,0.3,wn,1,250.0,shinanlin
1502,0.9,0.3,wn,2,250.0,shinanlin
1503,0.9,0.3,wn,3,250.0,shinanlin
1504,0.85,0.3,wn,4,250.0,shinanlin
1505,0.975,0.3,wn,5,250.0,shinanlin
1506,0.975,0.3,wn,0,251.0,shinanlin
1507,0.9,0.3,wn,1,251.0,shinanlin
1508,0.9,0.3,wn,2,251.0,shinanlin
1509,0.8,0.3,wn,3,251.0,shinanlin
1510,0.925,0.3,wn,4,251.0,shinanlin
1511,0.925,0.3,wn,5,251.0,shinanlin
1512,0.85,0.3,wn,0,252.0,shinanlin
1513,0.85,0.3,wn,1,252.0,shinanlin
1514,0.825,0.3,wn,2,252.0,shinanlin
1515,0.875,0.3,wn,3,252.0,shinanlin
1516,0.85,0.3,wn,4,252.0,shinanlin
1517,0.8,0.3,wn,5,252.0,shinanlin
1518,0.875,0.3,wn,0,253.0,shinanlin
1519,0.875,0.3,wn,1,253.0,shinanlin
1520,0.9,0.3,wn,2,253.0,shinanlin
1521,0.8,0.3,wn,3,253.0,shinanlin
1522,0.9,0.3,wn,4,253.0,shinanlin
1523,0.95,0.3,wn,5,253.0,shinanlin
1524,0.9,0.3,wn,0,254.0,shinanlin
1525,0.925,0.3,wn,1,254.0,shinanlin
1526,0.875,0.3,wn,2,254.0,shinanlin
1527,0.85,0.3,wn,3,254.0,shinanlin
1528,0.775,0.3,wn,4,254.0,shinanlin
1529,0.85,0.3,wn,5,254.0,shinanlin
1530,0.95,0.3,wn,0,255.0,shinanlin
1531,0.95,0.3,wn,1,255.0,shinanlin
1532,0.85,0.3,wn,2,255.0,shinanlin
1533,0.975,0.3,wn,3,255.0,shinanlin
1534,0.925,0.3,wn,4,255.0,shinanlin
1535,0.95,0.3,wn,5,255.0,shinanlin
1536,0.85,0.3,wn,0,256.0,shinanlin
1537,0.875,0.3,wn,1,256.0,shinanlin
1538,0.875,0.3,wn,2,256.0,shinanlin
1539,0.9,0.3,wn,3,256.0,shinanlin
1540,0.9,0.3,wn,4,256.0,shinanlin
1541,0.925,0.3,wn,5,256.0,shinanlin
1542,0.85,0.3,wn,0,257.0,shinanlin
1543,0.9,0.3,wn,1,257.0,shinanlin
1544,0.85,0.3,wn,2,257.0,shinanlin
1545,0.85,0.3,wn,3,257.0,shinanlin
1546,0.8,0.3,wn,4,257.0,shinanlin
1547,0.9,0.3,wn,5,257.0,shinanlin
1548,0.875,0.3,wn,0,258.0,shinanlin
1549,0.95,0.3,wn,1,258.0,shinanlin
1550,0.85,0.3,wn,2,258.0,shinanlin
1551,0.85,0.3,wn,3,258.0,shinanlin
1552,0.95,0.3,wn,4,258.0,shinanlin
1553,0.95,0.3,wn,5,258.0,shinanlin
1554,0.925,0.3,wn,0,259.0,shinanlin
1555,0.9,0.3,wn,1,259.0,shinanlin
1556,0.85,0.3,wn,2,259.0,shinanlin
1557,0.925,0.3,wn,3,259.0,shinanlin
1558,0.9,0.3,wn,4,259.0,shinanlin
1559,0.925,0.3,wn,5,259.0,shinanlin
1560,0.925,0.3,wn,0,260.0,shinanlin
1561,0.875,0.3,wn,1,260.0,shinanlin
1562,0.825,0.3,wn,2,260.0,shinanlin
1563,0.85,0.3,wn,3,260.0,shinanlin
1564,0.85,0.3,wn,4,260.0,shinanlin
1565,0.825,0.3,wn,5,260.0,shinanlin
1566,0.8,0.3,wn,0,261.0,shinanlin
1567,0.875,0.3,wn,1,261.0,shinanlin
1568,0.85,0.3,wn,2,261.0,shinanlin
1569,0.85,0.3,wn,3,261.0,shinanlin
1570,0.85,0.3,wn,4,261.0,shinanlin
1571,0.95,0.3,wn,5,261.0,shinanlin
1572,0.85,0.3,wn,0,262.0,shinanlin
1573,0.925,0.3,wn,1,262.0,shinanlin
1574,0.925,0.3,wn,2,262.0,shinanlin
1575,0.95,0.3,wn,3,262.0,shinanlin
1576,0.85,0.3,wn,4,262.0,shinanlin
1577,0.975,0.3,wn,5,262.0,shinanlin
1578,0.9,0.3,wn,0,263.0,shinanlin
1579,0.95,0.3,wn,1,263.0,shinanlin
1580,0.8,0.3,wn,2,263.0,shinanlin
1581,0.9,0.3,wn,3,263.0,shinanlin
1582,0.875,0.3,wn,4,263.0,shinanlin
1583,0.9,0.3,wn,5,263.0,shinanlin
1584,0.875,0.3,wn,0,264.0,shinanlin
1585,0.8,0.3,wn,1,264.0,shinanlin
1586,0.725,0.3,wn,2,264.0,shinanlin
1587,0.95,0.3,wn,3,264.0,shinanlin
1588,0.925,0.3,wn,4,264.0,shinanlin
1589,0.95,0.3,wn,5,264.0,shinanlin
1590,0.825,0.3,wn,0,265.0,shinanlin
1591,0.875,0.3,wn,1,265.0,shinanlin
1592,0.825,0.3,wn,2,265.0,shinanlin
1593,0.9,0.3,wn,3,265.0,shinanlin
1594,0.825,0.3,wn,4,265.0,shinanlin
1595,0.9,0.3,wn,5,265.0,shinanlin
1596,0.95,0.3,wn,0,266.0,shinanlin
1597,0.875,0.3,wn,1,266.0,shinanlin
1598,0.825,0.3,wn,2,266.0,shinanlin
1599,0.85,0.3,wn,3,266.0,shinanlin
1600,0.9,0.3,wn,4,266.0,shinanlin
1601,0.95,0.3,wn,5,266.0,shinanlin
1602,0.925,0.3,wn,0,267.0,shinanlin
1603,0.925,0.3,wn,1,267.0,shinanlin
1604,0.875,0.3,wn,2,267.0,shinanlin
1605,0.9,0.3,wn,3,267.0,shinanlin
1606,0.925,0.3,wn,4,267.0,shinanlin
1607,0.925,0.3,wn,5,267.0,shinanlin
1608,0.925,0.3,wn,0,268.0,shinanlin
1609,0.925,0.3,wn,1,268.0,shinanlin
1610,0.9,0.3,wn,2,268.0,shinanlin
1611,0.875,0.3,wn,3,268.0,shinanlin
1612,0.975,0.3,wn,4,268.0,shinanlin
1613,0.925,0.3,wn,5,268.0,shinanlin
1614,0.925,0.3,wn,0,269.0,shinanlin
1615,0.85,0.3,wn,1,269.0,shinanlin
1616,0.825,0.3,wn,2,269.0,shinanlin
1617,0.85,0.3,wn,3,269.0,shinanlin
1618,0.75,0.3,wn,4,269.0,shinanlin
1619,0.975,0.3,wn,5,269.0,shinanlin
1620,0.9,0.3,wn,0,270.0,shinanlin
1621,0.875,0.3,wn,1,270.0,shinanlin
1622,0.875,0.3,wn,2,270.0,shinanlin
1623,0.925,0.3,wn,3,270.0,shinanlin
1624,0.825,0.3,wn,4,270.0,shinanlin
1625,0.95,0.3,wn,5,270.0,shinanlin
1626,0.85,0.3,wn,0,271.0,shinanlin
1627,0.875,0.3,wn,1,271.0,shinanlin
1628,0.875,0.3,wn,2,271.0,shinanlin
1629,0.925,0.3,wn,3,271.0,shinanlin
1630,0.95,0.3,wn,4,271.0,shinanlin
1631,0.95,0.3,wn,5,271.0,shinanlin
1632,0.8,0.3,wn,0,272.0,shinanlin
1633,0.775,0.3,wn,1,272.0,shinanlin
1634,0.9,0.3,wn,2,272.0,shinanlin
1635,0.9,0.3,wn,3,272.0,shinanlin
1636,0.9,0.3,wn,4,272.0,shinanlin
1637,0.925,0.3,wn,5,272.0,shinanlin
1638,0.875,0.3,wn,0,273.0,shinanlin
1639,0.9,0.3,wn,1,273.0,shinanlin
1640,0.925,0.3,wn,2,273.0,shinanlin
1641,0.925,0.3,wn,3,273.0,shinanlin
1642,0.9,0.3,wn,4,273.0,shinanlin
1643,0.825,0.3,wn,5,273.0,shinanlin
1644,0.9,0.3,wn,0,274.0,shinanlin
1645,0.85,0.3,wn,1,274.0,shinanlin
1646,0.875,0.3,wn,2,274.0,shinanlin
1647,0.875,0.3,wn,3,274.0,shinanlin
1648,0.85,0.3,wn,4,274.0,shinanlin
1649,0.95,0.3,wn,5,274.0,shinanlin
1650,0.85,0.3,wn,0,275.0,shinanlin
1651,0.85,0.3,wn,1,275.0,shinanlin
1652,0.85,0.3,wn,2,275.0,shinanlin
1653,0.925,0.3,wn,3,275.0,shinanlin
1654,0.85,0.3,wn,4,275.0,shinanlin
1655,0.875,0.3,wn,5,275.0,shinanlin
1656,0.875,0.3,wn,0,276.0,shinanlin
1657,0.875,0.3,wn,1,276.0,shinanlin
1658,0.85,0.3,wn,2,276.0,shinanlin
1659,0.95,0.3,wn,3,276.0,shinanlin
1660,0.9,0.3,wn,4,276.0,shinanlin
1661,0.9,0.3,wn,5,276.0,shinanlin
1662,0.95,0.3,wn,0,277.0,shinanlin
1663,0.9,0.3,wn,1,277.0,shinanlin
1664,0.875,0.3,wn,2,277.0,shinanlin
1665,0.9,0.3,wn,3,277.0,shinanlin
1666,0.95,0.3,wn,4,277.0,shinanlin
1667,0.925,0.3,wn,5,277.0,shinanlin
1668,0.825,0.3,wn,0,278.0,shinanlin
1669,0.825,0.3,wn,1,278.0,shinanlin
1670,0.9,0.3,wn,2,278.0,shinanlin
1671,0.9,0.3,wn,3,278.0,shinanlin
1672,0.825,0.3,wn,4,278.0,shinanlin
1673,0.9,0.3,wn,5,278.0,shinanlin
1674,0.875,0.3,wn,0,279.0,shinanlin
1675,0.875,0.3,wn,1,279.0,shinanlin
1676,0.925,0.3,wn,2,279.0,shinanlin
1677,0.95,0.3,wn,3,279.0,shinanlin
1678,0.95,0.3,wn,4,279.0,shinanlin
1679,0.975,0.3,wn,5,279.0,shinanlin
1680,0.875,0.3,wn,0,280.0,shinanlin
1681,0.875,0.3,wn,1,280.0,shinanlin
1682,0.925,0.3,wn,2,280.0,shinanlin
1683,0.925,0.3,wn,3,280.0,shinanlin
1684,0.775,0.3,wn,4,280.0,shinanlin
1685,0.75,0.3,wn,5,280.0,shinanlin
1686,0.925,0.3,wn,0,281.0,shinanlin
1687,0.85,0.3,wn,1,281.0,shinanlin
1688,0.825,0.3,wn,2,281.0,shinanlin
1689,0.975,0.3,wn,3,281.0,shinanlin
1690,0.925,0.3,wn,4,281.0,shinanlin
1691,0.925,0.3,wn,5,281.0,shinanlin
1692,0.95,0.3,wn,0,282.0,shinanlin
1693,0.95,0.3,wn,1,282.0,shinanlin
1694,0.975,0.3,wn,2,282.0,shinanlin
1695,0.9,0.3,wn,3,282.0,shinanlin
1696,0.925,0.3,wn,4,282.0,shinanlin
1697,0.925,0.3,wn,5,282.0,shinanlin
1698,0.925,0.3,wn,0,283.0,shinanlin
1699,0.875,0.3,wn,1,283.0,shinanlin
1700,0.875,0.3,wn,2,283.0,shinanlin
1701,0.9,0.3,wn,3,283.0,shinanlin
1702,0.875,0.3,wn,4,283.0,shinanlin
1703,0.9,0.3,wn,5,283.0,shinanlin
1704,1.0,0.3,wn,0,284.0,shinanlin
1705,0.85,0.3,wn,1,284.0,shinanlin
1706,0.975,0.3,wn,2,284.0,shinanlin
1707,0.85,0.3,wn,3,284.0,shinanlin
1708,0.925,0.3,wn,4,284.0,shinanlin
1709,0.975,0.3,wn,5,284.0,shinanlin
1710,0.85,0.3,wn,0,285.0,shinanlin
1711,0.875,0.3,wn,1,285.0,shinanlin
1712,0.875,0.3,wn,2,285.0,shinanlin
1713,0.775,0.3,wn,3,285.0,shinanlin
1714,0.925,0.3,wn,4,285.0,shinanlin
1715,0.925,0.3,wn,5,285.0,shinanlin
1716,0.9,0.3,wn,0,286.0,shinanlin
1717,0.9,0.3,wn,1,286.0,shinanlin
1718,0.8,0.3,wn,2,286.0,shinanlin
1719,0.8,0.3,wn,3,286.0,shinanlin
1720,0.875,0.3,wn,4,286.0,shinanlin
1721,0.925,0.3,wn,5,286.0,shinanlin
1722,0.975,0.3,wn,0,287.0,shinanlin
1723,0.925,0.3,wn,1,287.0,shinanlin
1724,0.875,0.3,wn,2,287.0,shinanlin
1725,0.95,0.3,wn,3,287.0,shinanlin
1726,0.85,0.3,wn,4,287.0,shinanlin
1727,0.9,0.3,wn,5,287.0,shinanlin
1728,0.925,0.3,wn,0,288.0,shinanlin
1729,0.8,0.3,wn,1,288.0,shinanlin
1730,0.875,0.3,wn,2,288.0,shinanlin
1731,0.85,0.3,wn,3,288.0,shinanlin
1732,0.75,0.3,wn,4,288.0,shinanlin
1733,0.925,0.3,wn,5,288.0,shinanlin
1734,0.875,0.3,wn,0,289.0,shinanlin
1735,0.975,0.3,wn,1,289.0,shinanlin
1736,0.775,0.3,wn,2,289.0,shinanlin
1737,0.85,0.3,wn,3,289.0,shinanlin
1738,0.875,0.3,wn,4,289.0,shinanlin
1739,0.925,0.3,wn,5,289.0,shinanlin
1740,0.925,0.3,wn,0,290.0,shinanlin
1741,0.925,0.3,wn,1,290.0,shinanlin
1742,0.925,0.3,wn,2,290.0,shinanlin
1743,0.95,0.3,wn,3,290.0,shinanlin
1744,0.975,0.3,wn,4,290.0,shinanlin
1745,0.95,0.3,wn,5,290.0,shinanlin
1746,0.85,0.3,wn,0,291.0,shinanlin
1747,0.875,0.3,wn,1,291.0,shinanlin
1748,0.85,0.3,wn,2,291.0,shinanlin
1749,0.875,0.3,wn,3,291.0,shinanlin
1750,0.8,0.3,wn,4,291.0,shinanlin
1751,0.925,0.3,wn,5,291.0,shinanlin
1752,0.85,0.3,wn,0,292.0,shinanlin
1753,0.9,0.3,wn,1,292.0,shinanlin
1754,0.8,0.3,wn,2,292.0,shinanlin
1755,0.925,0.3,wn,3,292.0,shinanlin
1756,0.825,0.3,wn,4,292.0,shinanlin
1757,0.975,0.3,wn,5,292.0,shinanlin
1758,0.875,0.3,wn,0,293.0,shinanlin
1759,0.825,0.3,wn,1,293.0,shinanlin
1760,0.9,0.3,wn,2,293.0,shinanlin
1761,0.85,0.3,wn,3,293.0,shinanlin
1762,0.925,0.3,wn,4,293.0,shinanlin
1763,0.8,0.3,wn,5,293.0,shinanlin
1764,0.9,0.3,wn,0,294.0,shinanlin
1765,0.925,0.3,wn,1,294.0,shinanlin
1766,0.825,0.3,wn,2,294.0,shinanlin
1767,0.95,0.3,wn,3,294.0,shinanlin
1768,0.825,0.3,wn,4,294.0,shinanlin
1769,0.925,0.3,wn,5,294.0,shinanlin
1770,0.95,0.3,wn,0,295.0,shinanlin
1771,0.85,0.3,wn,1,295.0,shinanlin
1772,0.875,0.3,wn,2,295.0,shinanlin
1773,0.85,0.3,wn,3,295.0,shinanlin
1774,0.95,0.3,wn,4,295.0,shinanlin
1775,0.975,0.3,wn,5,295.0,shinanlin
1776,0.925,0.3,wn,0,296.0,shinanlin
1777,0.95,0.3,wn,1,296.0,shinanlin
1778,0.875,0.3,wn,2,296.0,shinanlin
1779,0.85,0.3,wn,3,296.0,shinanlin
1780,0.9,0.3,wn,4,296.0,shinanlin
1781,0.9,0.3,wn,5,296.0,shinanlin
1782,0.875,0.3,wn,0,297.0,shinanlin
1783,0.9,0.3,wn,1,297.0,shinanlin
1784,0.875,0.3,wn,2,297.0,shinanlin
1785,0.85,0.3,wn,3,297.0,shinanlin
1786,0.825,0.3,wn,4,297.0,shinanlin
1787,0.9,0.3,wn,5,297.0,shinanlin
1788,0.85,0.3,wn,0,298.0,shinanlin
1789,0.925,0.3,wn,1,298.0,shinanlin
1790,0.8,0.3,wn,2,298.0,shinanlin
1791,0.975,0.3,wn,3,298.0,shinanlin
1792,0.975,0.3,wn,4,298.0,shinanlin
1793,0.95,0.3,wn,5,298.0,shinanlin
1794,0.9,0.3,wn,0,299.0,shinanlin
1795,0.925,0.3,wn,1,299.0,shinanlin
1796,0.925,0.3,wn,2,299.0,shinanlin
1797,0.9,0.3,wn,3,299.0,shinanlin
1798,0.9,0.3,wn,4,299.0,shinanlin
1799,0.85,0.3,wn,5,299.0,shinanlin
1800,0.95,0.3,wn,0,300.0,shinanlin
1801,0.975,0.3,wn,1,300.0,shinanlin
1802,0.9,0.3,wn,2,300.0,shinanlin
1803,0.975,0.3,wn,3,300.0,shinanlin
1804,0.9,0.3,wn,4,300.0,shinanlin
1805,0.925,0.3,wn,5,300.0,shinanlin
1806,0.8,0.3,wn,0,301.0,shinanlin
1807,0.825,0.3,wn,1,301.0,shinanlin
1808,0.825,0.3,wn,2,301.0,shinanlin
1809,0.925,0.3,wn,3,301.0,shinanlin
1810,0.8,0.3,wn,4,301.0,shinanlin
1811,0.875,0.3,wn,5,301.0,shinanlin
1812,0.925,0.3,wn,0,302.0,shinanlin
1813,0.925,0.3,wn,1,302.0,shinanlin
1814,0.85,0.3,wn,2,302.0,shinanlin
1815,0.95,0.3,wn,3,302.0,shinanlin
1816,0.875,0.3,wn,4,302.0,shinanlin
1817,0.9,0.3,wn,5,302.0,shinanlin
1818,0.825,0.3,wn,0,303.0,shinanlin
1819,0.925,0.3,wn,1,303.0,shinanlin
1820,0.9,0.3,wn,2,303.0,shinanlin
1821,0.95,0.3,wn,3,303.0,shinanlin
1822,0.95,0.3,wn,4,303.0,shinanlin
1823,0.9,0.3,wn,5,303.0,shinanlin
1824,0.875,0.3,wn,0,304.0,shinanlin
1825,0.9,0.3,wn,1,304.0,shinanlin
1826,0.875,0.3,wn,2,304.0,shinanlin
1827,0.85,0.3,wn,3,304.0,shinanlin
1828,0.9,0.3,wn,4,304.0,shinanlin
1829,0.875,0.3,wn,5,304.0,shinanlin
1830,0.9,0.3,wn,0,305.0,shinanlin
1831,0.925,0.3,wn,1,305.0,shinanlin
1832,0.8,0.3,wn,2,305.0,shinanlin
1833,0.95,0.3,wn,3,305.0,shinanlin
1834,0.875,0.3,wn,4,305.0,shinanlin
1835,0.925,0.3,wn,5,305.0,shinanlin
1836,0.9,0.3,wn,0,306.0,shinanlin
1837,0.9,0.3,wn,1,306.0,shinanlin
1838,0.9,0.3,wn,2,306.0,shinanlin
1839,0.95,0.3,wn,3,306.0,shinanlin
1840,0.825,0.3,wn,4,306.0,shinanlin
1841,0.85,0.3,wn,5,306.0,shinanlin
1842,0.95,0.3,wn,0,307.0,shinanlin
1843,0.925,0.3,wn,1,307.0,shinanlin
1844,0.925,0.3,wn,2,307.0,shinanlin
1845,0.875,0.3,wn,3,307.0,shinanlin
1846,0.925,0.3,wn,4,307.0,shinanlin
1847,0.875,0.3,wn,5,307.0,shinanlin
1848,0.9,0.3,wn,0,308.0,shinanlin
1849,0.9,0.3,wn,1,308.0,shinanlin
1850,0.975,0.3,wn,2,308.0,shinanlin
1851,0.925,0.3,wn,3,308.0,shinanlin
1852,0.925,0.3,wn,4,308.0,shinanlin
1853,0.975,0.3,wn,5,308.0,shinanlin
1854,0.875,0.3,wn,0,309.0,shinanlin
1855,0.9,0.3,wn,1,309.0,shinanlin
1856,0.9,0.3,wn,2,309.0,shinanlin
1857,0.975,0.3,wn,3,309.0,shinanlin
1858,0.825,0.3,wn,4,309.0,shinanlin
1859,0.95,0.3,wn,5,309.0,shinanlin
1860,0.925,0.3,wn,0,310.0,shinanlin
1861,0.85,0.3,wn,1,310.0,shinanlin
1862,0.85,0.3,wn,2,310.0,shinanlin
1863,0.825,0.3,wn,3,310.0,shinanlin
1864,0.875,0.3,wn,4,310.0,shinanlin
1865,0.875,0.3,wn,5,310.0,shinanlin
1866,0.925,0.3,wn,0,311.0,shinanlin
1867,0.825,0.3,wn,1,311.0,shinanlin
1868,0.975,0.3,wn,2,311.0,shinanlin
1869,0.85,0.3,wn,3,311.0,shinanlin
1870,0.9,0.3,wn,4,311.0,shinanlin
1871,0.95,0.3,wn,5,311.0,shinanlin
1872,0.925,0.3,wn,0,312.0,shinanlin
1873,0.95,0.3,wn,1,312.0,shinanlin
1874,0.9,0.3,wn,2,312.0,shinanlin
1875,0.95,0.3,wn,3,312.0,shinanlin
1876,0.875,0.3,wn,4,312.0,shinanlin
1877,0.925,0.3,wn,5,312.0,shinanlin
1878,0.925,0.3,wn,0,313.0,shinanlin
1879,0.875,0.3,wn,1,313.0,shinanlin
1880,0.85,0.3,wn,2,313.0,shinanlin
1881,0.9,0.3,wn,3,313.0,shinanlin
1882,0.925,0.3,wn,4,313.0,shinanlin
1883,0.9,0.3,wn,5,313.0,shinanlin
1884,0.85,0.3,wn,0,314.0,shinanlin
1885,0.875,0.3,wn,1,314.0,shinanlin
1886,0.9,0.3,wn,2,314.0,shinanlin
1887,0.925,0.3,wn,3,314.0,shinanlin
1888,0.9,0.3,wn,4,314.0,shinanlin
1889,0.925,0.3,wn,5,314.0,shinanlin
1890,0.9,0.3,wn,0,315.0,shinanlin
1891,0.85,0.3,wn,1,315.0,shinanlin
1892,0.9,0.3,wn,2,315.0,shinanlin
1893,0.9,0.3,wn,3,315.0,shinanlin
1894,0.875,0.3,wn,4,315.0,shinanlin
1895,0.925,0.3,wn,5,315.0,shinanlin
1896,0.975,0.3,wn,0,316.0,shinanlin
1897,0.9,0.3,wn,1,316.0,shinanlin
1898,0.9,0.3,wn,2,316.0,shinanlin
1899,0.9,0.3,wn,3,316.0,shinanlin
1900,0.9,0.3,wn,4,316.0,shinanlin
1901,0.85,0.3,wn,5,316.0,shinanlin
1902,0.85,0.3,wn,0,317.0,shinanlin
1903,0.85,0.3,wn,1,317.0,shinanlin
1904,0.8,0.3,wn,2,317.0,shinanlin
1905,0.85,0.3,wn,3,317.0,shinanlin
1906,0.875,0.3,wn,4,317.0,shinanlin
1907,0.875,0.3,wn,5,317.0,shinanlin
1908,0.9,0.3,wn,0,318.0,shinanlin
1909,0.9,0.3,wn,1,318.0,shinanlin
1910,0.875,0.3,wn,2,318.0,shinanlin
1911,0.9,0.3,wn,3,318.0,shinanlin
1912,0.925,0.3,wn,4,318.0,shinanlin
1913,0.975,0.3,wn,5,318.0,shinanlin
1914,0.825,0.3,wn,0,319.0,shinanlin
1915,0.95,0.3,wn,1,319.0,shinanlin
1916,0.95,0.3,wn,2,319.0,shinanlin
1917,0.925,0.3,wn,3,319.0,shinanlin
1918,0.95,0.3,wn,4,319.0,shinanlin
1919,0.975,0.3,wn,5,319.0,shinanlin
1920,0.875,0.3,wn,0,320.0,shinanlin
1921,0.85,0.3,wn,1,320.0,shinanlin
1922,0.775,0.3,wn,2,320.0,shinanlin
1923,0.875,0.3,wn,3,320.0,shinanlin
1924,0.9,0.3,wn,4,320.0,shinanlin
1925,0.975,0.3,wn,5,320.0,shinanlin
1926,0.925,0.3,wn,0,321.0,shinanlin
1927,0.75,0.3,wn,1,321.0,shinanlin
1928,0.875,0.3,wn,2,321.0,shinanlin
1929,0.85,0.3,wn,3,321.0,shinanlin
1930,0.85,0.3,wn,4,321.0,shinanlin
1931,0.9,0.3,wn,5,321.0,shinanlin
1932,0.8,0.3,wn,0,322.0,shinanlin
1933,0.925,0.3,wn,1,322.0,shinanlin
1934,0.975,0.3,wn,2,322.0,shinanlin
1935,0.8,0.3,wn,3,322.0,shinanlin
1936,0.925,0.3,wn,4,322.0,shinanlin
1937,0.9,0.3,wn,5,322.0,shinanlin
1938,0.8,0.3,wn,0,323.0,shinanlin
1939,0.85,0.3,wn,1,323.0,shinanlin
1940,0.85,0.3,wn,2,323.0,shinanlin
1941,0.9,0.3,wn,3,323.0,shinanlin
1942,0.9,0.3,wn,4,323.0,shinanlin
1943,0.85,0.3,wn,5,323.0,shinanlin
1944,0.95,0.3,wn,0,324.0,shinanlin
1945,0.9,0.3,wn,1,324.0,shinanlin
1946,0.875,0.3,wn,2,324.0,shinanlin
1947,0.85,0.3,wn,3,324.0,shinanlin
1948,0.95,0.3,wn,4,324.0,shinanlin
1949,0.95,0.3,wn,5,324.0,shinanlin
1950,0.875,0.3,wn,0,325.0,shinanlin
1951,0.85,0.3,wn,1,325.0,shinanlin
